italian,medieval
"Da quando sono nato sulla riva dell'arno attraversando ora questa terra o quell'altra, la mia vita non è stata altro che affanno.","Da poi ch' i' nacqui in su la riva d'arno, cercando or questa ed or quel' altra parte, non è stata mia vita altro ch' affanno."
Marte attirerà dalla Val di Magra un vapore igneo che sarà avvolto di nere nubi,Tragge Marte vapor di Val di Magra ch’è di torbidi nuvoli involuto
"e poi mi portarono con sé al petto del grifone, dove Beatrice stava rivolta verso di noi","e poi al petto del grifon seco menarmi, ove Beatrice stava volta a noi"
"Il vostro Cerbero, se ricordate bene, porta ancora il mento e la gola spellati per questo","Cerbero vostro, se ben vi ricorda, ne porta ancor pelato il mento e ’l gozzo"
"Un bambino, svegliatosi molto più tardi del solito, non corre improvvisamente verso il latte quanto feci io, per fare ancora dei miei occhi specchi migliori, chinandomi verso quel fiume che scorre affinché vi si renda migliori","Non è fantin che sì sùbito rua col volto verso il latte, se si svegli molto tardato da l’usanza sua, come fec’io, per far migliori spegli ancor de li occhi, chinandomi a l’onda che si deriva perché vi s’immegli"
"ma tu chi sei, che ci domandi queste cose",ma tu chi se’ che di noi dimandasti
"E ricordati, quando le scriverai, di non omettere come hai visto la pianta che qui ora è stata spogliata due volte","E aggi a mente, quando tu le scrivi, di non celar qual hai vista la pianta ch’è or due volte dirubata quivi"
"Ma poiché vedo che il tuo intelletto è come pietrificato e, così fatto, è oscurato, per cui la luce delle mie parole ti abbaglia, voglio che tu conservi un'immagine sommaria di ciò che ti ho detto, se non un ricordo preciso, come il pellegrino conserva una frasca di palma sul suo bastone","Ma perch’io veggio te ne lo ‘ntelletto fatto di pietra e, impetrato, tinto, sì che t’abbaglia il lume del mio detto, voglio anco, e se non scritto, almen dipinto, che ’l te ne porti dentro a te per quello che si reca il bordon di palma cinto"
Ora uno degli argini rocciosi ci porta lontani dalla selva,Ora cen porta l’un de’ duri margini
"Non appena non la sentimmo più, ecco un'altra voce che fece un gran fracasso, come un tuono che ne segue un altro:","Come da lei l’udir nostro ebbe triegua, ed ecco l’altra con sì gran fracasso, che somigliò tonar che tosto segua:"
"In seguito, essendosi mossa per riunirsi alle altre luci, l'anima che mi aveva parlato","Indi, tra l’altre luci mota e mista, mostrommi l’alma che m’avea parlato qual era tra i cantor del cielo artista"
priva molti della vita e se stesso di onore,molti di vita e sé di pregio priva
Io gli ho già spiegato questa e altre cose,Questo e altre cose dette li son per me
"Ed ecco, così come è scritto nel Vangelo di Luca che Cristo apparve ai due discepoli sulla via, già risorto dalla sua tomba, che lì apparve un'anima che veniva dietro di noi, mentre badavamo a non calpestare le anime stese a terra","Ed ecco, sì come ne scrive Luca che Cristo apparve a’ due ch’erano in via, già surto fuor de la sepulcral buca, ci apparve un’ombra, e dietro a noi venìa, dal piè guardando la turba che giace"
"A questo punto puoi capire chi fu colui che fu degno collega di Francesco nel mantenere la nave della Chiesa nella giusta rotta, in alto mare",Pensa oramai qual fu colui che degno collega fu a mantener la barca di Pietro in alto mar per dritto segno
"Allora insuperbite, figli di Eva, e andate avanti col viso altero, e non chinate lo sguardo per vedere il vostro cammino malvagio","Or superbite, e via col viso altero, figliuoli d’Eva, e non chinate il volto sì che veggiate il vostro mal sentero"
"Lì si vedrà, tra le opere di Alberto I d'Austria, quella che presto sarà annotata e per cui il regno di Boemia sarà distrutto","Lì si vedrà, tra l’opere d’Alberto, quella che tosto moverà la penna, per che ‘l regno di Praga fia diserto"
e questa è la pena che l'esilio fa provare per prima,e questo è quello strale che l’arco de lo essilio pria saetta
"Ma affinché io non parli in modo troppo oscuro, intendi in tutto il mio discorso che questi amanti furono Francesco e la Povertà","Ma perch’io non proceda troppo chiuso, Francesco e Povertà per questi amanti prendi oramai nel mio parlar diffuso"
è vero,Ella è
e nella loro fiamma espiano l'inganno del cavallo di Troia che aprì la porta da cui uscì il nobile seme dei Romani,e dentro da la lor fiamma si geme l’agguato del caval che fé la porta onde uscì de’ Romani il gentil seme
Io avevo già fitto il mio sguardo nel suo,Io avea già il mio viso nel suo fitto
Colui in una fogna dove si raccolgono il sangue e la puzza,"Quelli ch’usurpa in terra il luogo mio, il luogo mio, il luogo mio, che vaca ne la presenza del Figliuol di Dio, fatt’ha del cimitero mio cloaca del sangue e de la puzza"
Le buone guide si volsero a me e Virgilio mi disse:,Volsersi verso me le buone scorte e Virgilio mi disse:
"Tu devi compiere un altro viaggio,","A te convien tenere altro viaggio,"
"Quale paura ho, quando ripenso a quel giorno in cui vidi per l'ultima volta la mia donna, giù di morale e pensierosa, tale da suscitare pure in me lo stesso stato d'animo!","Qual paura ò, quando mi torna a mente quel giorno ch' i' lasciai grave e pensosa madonna, e 'l mio cor seco!"
"Oh, quanto mi sembrava sbalordito Curione, con la lingua mozzata nella gola, lui che fu così pronto a parlare","Oh quanto mi pareva sbigottito con la lingua tagliata ne la strozza Curio, ch’a dir fu così ardito"
"e vidi che ciascuna, una volta fermatasi nel punto assegnato, formava la testa e il collo di un'aquila in quello splendore che si stagliava","e quietata ciascuna in suo loco, la testa e ‘l collo d’un’aguglia vidi rappresentare a quel distinto foco"
Così facevano gli avi di coloro che ora approfittano per arricchirsi del fatto che la sede vescovile è vacante,"Così facieno i padri di coloro che, sempre che la vostra chiesa vaca, si fanno grassi stando a consistoro"
"infatti Guglielmo Borsiere, che è nostro compagno di pena da poco tempo e cammina là con gli altri, ci cruccia non poco parlando di Firenze","ché Guiglielmo Borsiere, il qual si duole con noi per poco e va là coi compagni, assai ne cruccia con le sue parole"
"Poi ritorna nel cuore, piena di sospiri, ferita a morte da una freccia affilata, scagliata da quella donna quando si allontana.","Po' torna, piena di sospir, nel core, ferita a morte d'un tagliente dardo che questa donna, nel partir, li gitta."
"Fa' in modo di tenerlo innamorato di te, tanto che alla fine muoia per mancanza d'amore","Tenlo innamorato, ch'a la fine poi mora disamato"
"Il più grande dono che Dio, per sua generosità, fece creando l'uomo, e quello più conforme alla sua bontà, e quello che Lui più apprezza, fu la libera volontà","Lo maggior don che Dio per sua larghezza fesse creando, e a la sua bontate più conformato, e quel ch’e’ più apprezza, fu de la volontà la libertate"
"Io mi rivolsi pieno di meraviglia al buon Virgilio, ed egli mi rispose con uno sguardo non meno carico di stupore","Io mi rivolsi d’ammirazion pieno al buon Virgilio, ed esso mi rispuose con vista carca di stupor non meno"
"Quando giungemmo sopra l'ultima fossa delle Malebolge, così che i suoi dannati potevano essere visti da noi, vari lamenti che inducevano alla pietà mi colpirono e mi spinsero a tapparmi le orecchie con le mani","Quando noi fummo sor l’ultima chiostra di Malebolge, sì che i suoi conversi potean parere a la veduta nostra, lamenti saettaron me diversi, che di pietà ferrati avean li strali ond’io li orecchi con le man copersi"
"Ma dimmi ancora se tu senti altri stimoli che ti attirano verso Dio, così che tu manifesti con quanti denti sei morso da questo amore","Ma di’ ancor se tu senti altre corde tirarti verso lui, sì che tu suone con quanti denti questo amor ti morde"
"Dopo che ebbe scosso il capo sospirando, disse:","Poi ch’ebbe sospirando il capo mosso, disse:"
"Come scrisse, o padre, la penna veridica del tuo caro fratello che insieme a te mise Roma sulla retta strada, la fede è la sostanza delle cose sperate e la dimostrazione di quelle che non si vedono","Come ’l verace stilo ne scrisse, padre, del tuo caro frate che mise teco Roma nel buon filo, fede è sustanza di cose sperate e argomento de le non parventi"
"Seguendo lui, tenevo la fronte bassa come colui che l'ha carica di pensieri, tanto che è simile a un mezzo arco di ponte","Seguendo lui, portava la mia fronte come colui che l’ha di pensier carca, che fa di sé un mezzo arco di ponte"
"Le sette ninfe la circondavano, tenendo in mano quei lumi che non possono essere spenti dall'Aquilone o dall'Austro","In cerchio le facean di sé claustro le sette ninfe, con quei lumi in mano che son sicuri d’Aquilone e d’Austro"
"Ora osserva l'alta Provvidenza di Dio: infatti entrambi i credenti, in Cristo venuto e venturo, riempiranno in egual misura questo giardino",Or mira l’alto proveder divino: ché l’uno e l’altro aspetto de la fede igualmente empierà questo giardino
"Quei due che siedono lassù e sono i più felici per essere i più vicini all'augusta Maria, sono come le due radici di questa rosa:colui che sta alla sua sinistra è il padre che osò assaggiare il frutto proibito e per il quale l'Umanità sopporta tanto male","Quei due che seggon là sù più felici per esser propinquissimi ad Agusta, son d’esta rosa quasi due radici: colui che da sinistra le s’aggiusta è il padre per lo cui ardito gusto l’umana specie tanto amaro gusta"
"E quando la violenza dei Longobardi si rivolse contro la Santa Chiesa, Carlo Magno la soccorse sotto le ali dell'aquila, sconfiggendo quel popolo","E quando il dente longobardo morse la Santa Chiesa, sotto le sue ali Carlo Magno, vincendo, la soccorse"
"Poi le parole di san Pietro proseguirono, con una voce così alterata che il suo aspetto non mutò maggiormente","Poi procedetter le parole sue con voce tanto da sé trasmutata, che la sembianza non si mutò piùe:"
"Non credo che sotto le ciglia di Venere, trafitta dal figlio Cupido in modo involontario, splendesse un tale lume d'amore","Non credo che splendesse tanto lume sotto le ciglia a Venere, trafitta dal figlio fuor di tutto suo costume"
"O dolce amore che ti illumini del tuo sorriso, come sembravi ardente in quei dolci suoni che erano pervasi solo da uno spirito di pensieri santi","O dolce amor che di riso t’ammanti, quanto parevi ardente in que’ flailli, ch’avieno spirto sol di pensier santi"
Allora le sue parole cominciarono così:,Incominciaro allor le sue parole:
"e non appena apparve a entrambi i miei occhi la quantità e la qualità di quella stella luminosa, che lassù vince, simile a una corona, che cinse Maria e iniziò a girarle attorno","e come ambo le luci mi dipinse il quale e il quanto de la viva stella che là sù vince come qua giù vinse, per entro il cielo scese una facella, formata in cerchio a guisa di corona, e cinsela e girossi intorno ad ella"
"La corda di un arco non scoccò mai una freccia che fendesse l'aria così veloce, come io vidi una piccola barca venire verso di noi in quel momento nell'acqua, governata da un solo timoniere, che gridava:","Corda non pinse mai da sé saetta che sì corresse via per l’aere snella, com’io vidi una nave piccioletta  venir per l’acqua verso noi in quella, sotto ’l governo d’un sol galeoto, che gridava:"
infatti il luogo dove nacqui di giorno in giorno si spoglia del bene e sembra pronto per una triste rovina,"però che ‘l loco u’ fui a viver posto, di giorno in giorno più di ben si spolpa, e a trista ruina par disposto"
e una voce attraverso le foglie gridò:,e una voce per entro le fronde gridò:
"Se la sponda di destra è meno ripida, così da permetterci di scendere nell'altra Bolgia, noi sfuggiremo alla caccia che tu immagini","S’elli è che sì la destra costa giaccia, che noi possiam ne l’altra bolgia scendere, noi fuggirem l’imaginata caccia"
conobbi il mondo e amai quella virtù cortese alla quale oggi ciascuno ha disteso l'arco,"del mondo seppi, e quel valore amai al quale ha or ciascun disteso l’arco"
"La sua coda guizzava tutta nel vuoto, volgendo in alto la forbice velenosa che aveva un pungiglione simile a quello dello scorpione","Nel vano tutta sua coda guizzava, torcendo in sù la venenosa forca ch’a guisa di scorpion la punta armava"
Afferra senza titubanza quella venerabile chioma e le trecce scomposte così che la neghittosa esca dal fango.,"Pon man in quella venerabil chioma securamente, e ne le treccie sparte, sí che la neghittosa esca del fango."
lui:,Ed elli:
e lo stemma delle palle d'oro rendeva illustre Firenze in tutte le illustri imprese,e le palle de l’oro fiorian Fiorenza in tutt’i suoi gran fatti
"Le prime tre erano cornute come la testa di un bue, ma le altre quattro avevano un solo corno sulla fronte: non si è mai visto un mostro simile a quello","Le prime eran cornute come bue, ma le quattro un sol corno avean per fronte: simile mostro visto ancor non fue"
"Se io risorgo con le tue mani dal mio stato assai misero e vile, allora io consacro e purifico i miei pensieri, il mio ingegno, il mio stile di vita, il mio parlare e il mio cuore, le mie lacrime e le mie speranze al tuo nome.","Se dal mio stato assai misero e vile per le tue man resurgo, vergine, i' sacro e purgo al tuo nome e pensieri e 'ngegno e stile, la lingua e 'l cor, le lagrime e i sospiri."
pensa che questo giorno non tornerà mai,pensa che questo dì mai non raggiorna
"Gli eventi contingenti, che non si estendono al di fuori del vostro mondo terreno, sono tutti dipinti nella mente di Dio:essi però non sono per questo necessari, come non lo è il fatto che una barca scenda la corrente solo perché qualcuno la osserva","La contingenza, che fuor del quaderno de la vostra matera non si stende, tutta è dipinta nel cospetto etterno: necessità però quindi non prende se non come dal viso in che si specchia nave che per torrente giù discende"
"A metà del percorso della vita umana, mi ritrovai per una oscura foresta, poiché avevo smarrito la giusta strada","Nel mezzo del cammin di nostra vita mi ritrovai per una selva oscura, ché la diritta via era smarrita"
Il dannato si immerse e tornò a galla tutto imbrattato,"Quel s’attuffò, e tornò sù convolto"
"Di quello che esso fece col successore di Cesare, Bruto e Cassio ancora latrano nell'Inferno e Modena e Perugia ne furono dolenti","Di quel che fé col baiulo seguente, Bruto con Cassio ne l’inferno latra, e Modena e Perugia fu dolente"
"Si vedrà la lussuria e la vita viziosa del re di Spagna, che non conobbero mai né vollero alcun valore","Vedrassi la lussuria e ‘l viver molle di quel di Spagna e di quel di Boemme, che mai valor non conobbe né volle"
"infatti la vostra avarizia rattrista il mondo, calpestando i buoni e sollevando i malvagi","ché la vostra avarizia il mondo attrista, calcando i buoni e sollevando i pravi"
"Così come tu vedi, da questa parte, che il bulicame man mano si abbassa",Sì come tu da questa parte vedi lo bulicame che sempre si scema
E causò anche la fine della tua famiglia,E morte di tua schiatta
e perché la nostra colpa ci strazia in tal modo,e perché nostra colpa sì ne scipa
"Siccome madonna l'ha capito, è meglio che io muoia senz'altro: forse ne avrà compassione.","Poi madonna l'ha visto, megli' è ch'eo mora in quisto: forse n'avrà peccato."
"Io non posso parlare dettagliatamente di tutti, poiché la vastità della materia mi incalza a tal punto che, spesso, devo omettere dei particolari","Io non posso ritrar di tutti a pieno, però che sì mi caccia il lungo tema, che molte volte al fatto il dir vien meno"
"Mostrami e dimmi, se vuoi che parli di te sulla Terra, chi è colui che fu danneggiato dall'aver visto Rimini","Dimostrami e dichiara, se vuo’ ch’i’ porti sù di te novella, chi è colui da la veduta amara"
"Lo strazio e l'orrenda strage di Montaperti, che colorarono di rosso il fiume Arbia, ci induce a emanare queste leggi","Lo strazio e ’l grande scempio che fece l’Arbia colorata in rosso, tal orazion fa far nel nostro tempio"
"Taci, maledetto lupo","Taci, maladetto lupo"
"e non credo che avesse compiuto il decimo passo, quando puntò il suo sguardo su di me","e non credo che fosse lo decimo suo passo in terra posto, quando con li occhi li occhi mi percosse"
"O anime certe di ottenere, quando sarà, la pace eterna, le mie membra non sono rimaste né acerbe né mature sulla Terra, ma sono qui con me, col loro sangue e le loro giunture","O anime sicure d’aver, quando che sia, di pace stato, non son rimase acerbe né mature le membra mie di là, ma son qui meco col sangue suo e con le sue giunture"
"allora sulla Terra si sogna ad occhi aperti, dicendo cose inesatte in buona e cattiva fede","sì che là giù, non dormendo, si sogna, credendo e non credendo dicer vero"
"La vostra natura, quando peccò totalmente in Adamo, fu allontanata da questa dignità come dall'Eden","Vostra natura, quando peccò tota nel seme suo, da queste dignitadi, come di paradiso, fu remota"
Tanto il mio corpo è gia distrutto che io non posso soffrire: se mi vuoi aiutare porta l'anima con te (ti prego di questo) quando uscirà dal cuore.,"Tanto è distrutta già la mia persona, ch' i' non posso soffrire: se tu mi vuoi servire mena l'anima teco (molto di ciò ti preco) quando uscirà del core."
"Vedrai il Lete, ma fuori dall'Inferno, là dove le anime vanno a lavarsi quando si sono pentite delle loro colpe e le hanno cancellate","Letè vedrai, ma fuor di questa fossa, là dove vanno l’anime a lavarsi quando la colpa pentuta è rimossa"
"Poi restarono lì al mio cospetto, cantando 'Regina celi' con tanta dolcezza che tale piacere non mi lasciò mai","Indi rimaser lì nel mio cospetto, ‘Regina celi’ cantando sì dolce, che mai da me non si partì ‘l diletto"
"Per le nuove radici di questo albero, vi giuro che non fui mai infedele al mio signore, che fu tanto degno di onore","Per le nove radici d’esto legno vi giuro che già mai non ruppi fede al mio segnor, che fu d’onor sì degno"
e io dissi subito:,e io sì tosto dissi:
"poi circondarono una pianta priva di foglie e di ogni altra fronda, in tutti i suoi rami",poi cerchiaro una pianta dispogliata di foglie e d’altra fronda in ciascun ramo
"Sì, sono proprio io, sono proprio Beatrice","Ben son, ben son Beatrice"
"O Mantovano, io sono Sordello, della tua terra","O Mantoano, io son Sordello de la tua terra"
mi disse,mi disse
"Come ti ho detto, fui inviato a soccorrerlo","Sì com’io dissi, fui mandato ad esso per lui campare"
Il mio maestro diceva:,Lo duca mio dicea:
"E sappi che la colpa che si contrappone in modo opposto a un peccato, viene espiata qui insieme con esso","E sappie che la colpa che rimbecca per dritta opposizione alcun peccato, con esso insieme qui suo verde secca"
Io dissi:,Diss’io:
"E a seconda di come amore la ispira, a volte ride, a volte piange, ora rimane vittima di attacchi d'ansia, ora si rassicura.","E come amor l'envita, or ride or piange, or teme or s'assecura."
"Le anime, che si erano accorte che io ero vivo vedendomi respirare, impallidirono per lo stupore","L’anime, che si fuor di me accorte, per lo spirare, ch’i’ era ancor vivo, maravigliando diventaro smorte"
"perciò, spirito eletto, chiedimi se vuoi che io, sulla Terra, muova per te i miei piedi mortali","e però mi richiedi, spirito eletto, se tu vuo’ ch’i’ mova di là per te ancor li mortai piedi"
"Il mondo antico era solito credere, a suo rischio, che la dea Venere girando nel III Cielo irradiasse l'influsso all'amore sensuale","Solea creder lo mondo in suo periclo che la bella Ciprigna il folle amore raggiasse, volta nel terzo epiciclo"
"Vedevo Nembrod ai piedi della grande opera quasi smarrito, che guardava le genti che furono superbe insieme a lui a Sennaàr","Vedea Nembròt a piè del gran lavoro quasi smarrito, e riguardar le genti che ‘n Sennaàr con lui superbi fuoro"
"L'Arca Santa era preceduta dall'umile autore di Salmi, che danzava con la veste alzata, e in quell'occasione era più e meno che un re","Lì precedeva al benedetto vaso,  trescando alzato, l’umile salmista,  e più e men che re era in quel caso"
Io ti seguirò finché mi sarà permesso,Io ti seguiterò quanto mi lece
"Siamo entrambi italiani, che tu vedi qui così deturpati","Latin siam noi, che tu vedi sì guasti qui ambedue"
"cosa per cui provo ancora ribrezzo, e me ne verrà sempre, vedendo acque gelate","onde mi vien riprezzo, e verrà sempre, de’ gelati guazzi"
"Le tue parole non saranno senza ricompense, se io tornerò a completare il corto cammino di quella vita che corre alla sua fine","Non fia sanza mercé la tua parola, s’io ritorno a compiér lo cammin corto di quella vita ch’al termine vola"
io gli dissi:,io a lui:
Guarda le feroci Erinni,Guarda le feroci Erine
"infatti entro questi limiti geografici è pieno di sterpi velenosi, al punto che sarebbe tardi estirparli per coltivare la terra","ché dentro a questi termini è ripieno di venenosi sterpi, sì che tardi per coltivare omai verrebber meno"
"Qui devi ballare coperto dalla pece, così, se puoi, arraffi di nascosto","Coverto convien che qui balli, sì che, se puoi, nascosamente accaffi"
"Ogni lingua verrebbe certamente meno, a causa del nostro linguaggio e della nostra mente che hanno poca capacità di comprendere tutto questo",Ogne lingua per certo verria meno per lo nostro sermone e per la mente c’hanno a tanto comprender poco seno
e quasi stupefatto domandai chi fosse il quarto lume che vidi insieme a noi,e quasi stupefatto domandai d’un quarto lume ch’io vidi tra noi
Non c'erano palazzi disabitati e vuoti,Non avea case di famiglia vòte
"e quelle sono trattate ampiamente dai predicatori, che trascurano il Vangelo",e quelle son trascorse da’ predicanti e ‘l Vangelio si tace
Così disse dapprima,Sì disse prima
Andammo là,Là ne venimmo
Io risposi:,Rispuos’io:
"Limpide, fresche e dolci acque dove immerse le sue belle membra colei che unica per me merita il nome di donna.","Chiare, fresche e dolci acque ove le belle membra pose colei che sola a me par donna."
"Là dove molteplici fossati circondano i castelli per custodirne le mura, l'immagine che essi rendono è del tutto simile a quelle Bolge","Quale, dove per guardia de le mura più e più fossi cingon li castelli, la parte dove son rende figura, tale imagine quivi facean quelli"
"e se pensassi come la vostra immagine viene riflessa nello specchio, ciò che ti sembra duro ti sembrerebbe facile","e se pensassi come, al vostro guizzo, guizza dentro a lo specchio vostra image, ciò che par duro ti parrebbe vizzo"
"non mi costringere a parlare mentre sono meravigliato, poiché chi è pieno di un altro desiderio parla malvolentieri","non mi far dir mentr’io mi maraviglio, ché mal può dir chi è pien d’altra voglia"
"Quello è Caco, che sotto la rupe dell'Aventino spesso produsse un lago di sangue","Questi è Caco, che sotto ’l sasso di monte Aventino di sangue fece spesse volte laco"
Non ci fu mai un terremoto tanto terribile e che scuotesse una torre così forte come Fialte fu rapido a scuotersi,"Non fu tremoto già tanto rubesto, che scotesse una torre così forte, come Fialte a scuotersi fu presto"
"Una voce risuonò dentro una luce che era lì, tanto vivida che non potei guardarla, e che diceva: 'Venite, benedetti del Padre mio'","'Venite, benedicti Patris mei', sonò dentro a un lume che lì era, tal che mi vinse e guardar nol potei"
dunque risponda da solo e la grazia divina lo aiuti in questo,"ed elli a ciò risponda, e la grazia di Dio ciò li comporti"
"prosegui sempre in alto dietro di me, finché ci apparirà qualcuno che ci fornisca indicazioni","pur su al monte dietro a me acquista, fin che n’appaia alcuna scorta saggia"
e questo amore nella vostra natura nasce in tre modi diversi,ed esso amor nasce in tre modi in vostro limo
allora dissi:,per ch’io:
e quello infiamma chiunque incontri,e quello affuoca qualunque s’intoppa
"Se potessi esaudire ogni mio desiderio, voi sareste ancora tra i vivi","Se fosse tutto pieno il mio dimando, voi non sareste ancora de l’umana natura posto in bando"
"Ma dal momento che ci siamo allontanati molto con questa digressione, riporta lo sguardo verso la strada dritta, cosicché la via sia percorsa in breve tempo","Ma perché siam digressi assai, ritorci li occhi oramai verso la dritta strada, sì che la via col tempo si raccorci"
"Così vanno lungo le acque scure del fiume, e prima che siano scese dall'altra parte, di qua si è accalcata un'altra schiera","Così sen vanno su per l’onda bruna, e avanti che sien di là discese, anche di qua nuova schiera s’auna"
Aggrappati poi a quello,Sovra quella poi t’aggrappa
Vuoi ulteriori spiegazioni relativamente a questo,Vuo’ tu che questo ver più ti s’imbianchi
Io sono gentile per nascita,Gentil per sclatta torno
ma prima devo scendere fino in fondo all'Inferno,ma ’nfino al centro pria convien ch’i’ tomi
ma ciò per cui io morii non è la colpa che mi porta qui,ma quel per ch’io mori’ qui non mi mena
mi guardai di fronte e vidi delle anime che indossavano mantelli di colore simile alla pietra,"guarda’mi innanzi, e vidi ombre con manti al color de la pietra non diversi"
"Sento, momento dopo momento, giungere nel mio cuore un positivo disappunto, crudele e severo, che porta alla luce, quasi imprimendolo sulla fronte in modo che tutti possano vederlo, ogni pensiero nascosto.","E sento ad ora ad or venirmi al core un leggiadro disegno, aspro e severo, ch' ogni occulto pensero tira in mezzo la fronte, ov' altri 'l vede."
"Questi, che è immediatamente alla mia destra, fu frate e fu mio maestro: è Alberto Magno di Colonia, e io sono Tommaso d'Aquino","Questi che m’è a destra più vicino, frate e maestro fummi, ed esso Alberto è di Cologna, e io Thomas d’Aquino"
e di questi ne riconobbi alquanti,e di costoro assai riconobb’io
allora io mi scossi come fanno le bestie spaventate e pigre,ond’io mi scossi come fan bestie spaventate e poltre
"L'angoscia che dimostri ti rende irriconoscibile, proprio come se non ti avessi mai visto","L’angoscia che tu hai forse ti tira fuor de la mia mente, sì che non par ch’i’ ti vedessi mai"
"E come una donna dal colorito pallido riacquista velocemente il suo aspetto, quando il suo volto perde il rossore della vergogna, così io vidi quando guardai la sesta stella che aveva un colore più candido di Marte e che mi aveva accolto in sé","E qual è ‘l trasmutare in picciol varco di tempo in bianca donna, quando ‘l volto suo si discarchi di vergogna il carco, tal fu ne li occhi miei, quando fui vòlto, per lo candor de la temprata stella sesta, che dentro a sé m’avea ricolto"
ma come mai tu arrivi qui soltanto adesso,ma a te com’è tanta ora tolta
Colui che tutto vede e tutto può lo faccia per me,ma quei che vede e puote a ciò risponda
"Fatevi avanti, Alichino e Calcabrina, e tu, Cagnazzo","Tra’ti avante, Alichino, e Calcabrina, e tu, Cagnazzo"
"infatti, come noi giungemmo alla rovina del ponte, la mia guida si rivolse a me con l'espressione dolce che vidi in lui ai piedi del colle","ché, come noi venimmo al guasto ponte, lo duca a me si volse con quel piglio dolce ch’io vidi prima a piè del monte"
d'estate talvolta è in secca,e suol di state talor essere grama
"Poi si incollarono l'uno all'altro, come se fossero stati di cera fusa, e mischiarono il loro colore, per cui nessuno dei due sembrava più quello che era prima:come quando si dà fuoco a una carta bianca, davanti alla fiamma avanza verso l'alto un colore bruno che non è più bianco e non è ancora nero","Poi s’appiccar, come di calda cera fossero stati, e mischiar lor colore, né l’un né l’altro già parea quel ch’era: come procede innanzi da l’ardore, per lo papiro suso, un color bruno che non è nero ancora e ’l bianco more"
Una è la bugiarda che accusò a torto Giuseppe,L’una è la falsa ch’accusò Gioseppo
"Se il vescovo di Cosenza, che allora fu incitato contro di me da papa Clemente IV, avesse letto questo volto del perdono di Dio, le ossa del mio corpo sarebbero ancora sepolte sotto il mucchio di sassi presso la testa del ponte, a Benevento","Se ’l pastor di Cosenza, che a la caccia di me fu messo per Clemente allora, avesse in Dio ben letta questa faccia,  l’ossa del corpo mio sarieno ancora in co del ponte presso a Benevento, sotto la guardia de la grave mora"
"Ma tu ancora non comprendi come si trasformi da animale in essere razionale: questo è il punto che ha già tratto in errore un filosofo più saggio di te, al punto che nella sua dottrina separò dall'anima l'intelletto possibile, perché non vide alcun organo adatto a questa funzione","Ma come d’animal divegna fante, non vedi tu ancor: quest’è tal punto, che più savio di te fé già errante, sì che per sua dottrina fé disgiunto da l’anima il possibile intelletto, perché da lui non vide organo assunto"
"Pertanto tutto ciò che scrissi di lei, quelle lodi che, ora che la mia donna è in paradiso, mi restituisce sotto forma di preghiere per me a dio, fu solo una piccola goccia rispetto alla sua bellezza infinita: dato che la penna non può sopravanzare le facoltà intellettive.","Onde quant' io di lei parlai né scrissi, ch' or per lodi anzi a dio preghi mi rende, fu breve stilla d' infiniti abissi: ché stilo oltra l' ingegno non si stende."
"gli occhi sarebbero uguali a quelli di Argo, se fossero ancora vivi","e li occhi d’Argo, se fosser vivi, sarebber cotali"
"Poiché io risplendo del raggio della luce eterna, guardando in essa capisco da dove derivano le tue incertezze","Così com’io del suo raggio resplendo, sì, riguardando ne la luce etterna, li tuoi pensieri onde cagioni apprendo"
allora guardai il viso dei miei figli senza parlare,ond’io guardai nel viso a’ mie’ figliuoi sanza far motto
e si regge su quello più che sull'altro,"e sta ’n su quel più che ’n su l’altro, eretto"
"Venite, il passaggio è qui","Venite, qui si varca"
"Amore mi ha incaricato di servirla: che io lo voglia o no, è così.","Amor m'ha dato a madonna servire: o vogl'i' o non voglia, così este."
"Sei già lì in piedi, sei già lì in piedi, Bonifacio","Se’ tu già costì ritto, se’ tu già costì ritto, Bonifazio"
"E se poi tu vorrai salire a visitare questi ultimi, allora ci sarà un'anima più degna di me per farti da guida: quando me ne andrò, ti lascerò con lei","A le quai poi se tu vorrai salire, anima fia a ciò di me più degna: con lei ti lascerò nel mio partire"
"Io avevo occhi solo alla pece, per vedere tutto quanto era contenuto nella Bolgia e la gente che vi era bruciata all'interno","Pur a la pegola era la mia ’ntesa, per veder de la bolgia ogne contegno e de la gente ch’entro v’era incesa"
"Credo che ci convenga volgere le nostre spalle destre all'orlo della Cornice, girando il monte come siamo soliti fare","Io credo ch’a lo stremo le destre spalle volger ne convegna, girando il monte come far solemo"
e questi doni saranno conformi ai costumi di quella terra,e cotai doni conformi fieno al viver del paese
"Poi fui al servizio del buon re Tebaldo: qui iniziai a compiere baratterie, di cui sconto la pena in questo calore","Poi fui famiglia del buon re Tebaldo: quivi mi misi a far baratteria, di ch’io rendo ragione in questo caldo"
"In questo cerchio sarai un giorno assieme a me, se non m'inganna il desiderio: io son colei che ti ha fatto tanto soffrire e che concluse la sua esistenza prima di raggiungere la vecchiaia.","In questa spera sarai ancor meco, se 'l desir non erra: i' so' colei che ti diè tanta guerra e compie' mia giornata inanzi sera."
Perché mi laceri,Perché mi scerpi
con una voce assai più intensa della nostra,in voce assai più che la nostra viva
E chi vedesse come è fuggita l'anima direbbe certamente,E chi vedesse com' ell' è fuggita diria per certo
